run_name,domain,agent_llm,user_llm,task_id,trial,reward,reward_basis,termination_reason,duration_sec,num_turns,num_messages,agent_cost,user_cost,nl_assertions_passed,nl_assertions_total,nl_assertions_text,reward_DB,reward_ENV_ASSERTION,reward_NL_ASSERTION,reward_ACTION,reward_COMMUNICATE,agent_prompt_tokens,agent_completion_tokens,user_prompt_tokens,user_completion_tokens,total_prompt_tokens,total_completion_tokens,total_tokens
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[mobile_data_issue]airplane_mode_on|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Hard],0,0.0,,max_steps,726.2,101,201,,,0,0,,N/A,N/A,N/A,N/A,N/A,1611482,80720,4078853,5897,5690335,86617,5776952
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|user_abroad_roaming_disabled_off[PERSONA:Hard],0,0.0,ENV_ASSERTION,user_stop,215.1,27,54,,,0,0,,N/A,0.0,N/A,N/A,N/A,311014,24525,279285,1940,590299,26465,616764
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],0,0.0,ENV_ASSERTION,user_stop,140.1,22,54,,,0,0,,N/A,0.0,N/A,N/A,N/A,205130,19053,181235,721,386365,19774,406139
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[service_issue]airplane_mode_on|unseat_sim_card[PERSONA:None],0,1.0,ENV_ASSERTION,user_stop,70.4,12,40,,,0,0,,N/A,1.0,N/A,N/A,N/A,91512,8488,78061,312,169573,8800,178373
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],0,0.0,ENV_ASSERTION,user_stop,96.5,15,49,,,0,0,,N/A,0.0,N/A,N/A,N/A,127749,12938,117999,490,245748,13428,259176
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],0,0.0,ENV_ASSERTION,user_stop,102.0,14,48,0.0,0.09471999999999997,0,0,,N/A,0.0,N/A,N/A,N/A,116489,13431,110772,515,227261,13946,241207
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[service_issue]airplane_mode_on|lock_sim_card_pin[PERSONA:Easy],0,1.0,ENV_ASSERTION|ACTION,user_stop,95.0,15,40,,,0,0,,N/A,1.0,N/A,1.0,N/A,124228,14112,66510,278,190738,14390,205128
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[service_issue]airplane_mode_on|overdue_bill_suspension[PERSONA:None],0,1.0,ENV_ASSERTION,user_stop,62.1,14,40,0.0,0.04277399999999999,0,0,,N/A,1.0,N/A,N/A,N/A,129160,8260,54335,259,183495,8519,192014
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[service_issue]overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],0,0.0,ENV_ASSERTION,user_stop,89.2,13,42,,,0,0,,N/A,0.0,N/A,N/A,N/A,100380,11879,106585,372,206965,12251,219216
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[service_issue]airplane_mode_on|break_apn_settings[PERSONA:Hard],0,0.0,ENV_ASSERTION,user_stop,94.4,14,44,0.0,0.12506199999999998,0,0,,N/A,0.0,N/A,N/A,N/A,118474,13324,103587,392,222061,13716,235777
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[service_issue]break_apn_settings|lock_sim_card_pin[PERSONA:None],0,1.0,ENV_ASSERTION|ACTION,user_stop,54.8,12,24,,,0,0,,N/A,1.0,N/A,1.0,N/A,88875,8332,17376,130,106251,8462,114713
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],0,0.0,,max_steps,904.0,101,201,0.0,3.657416,0,0,,N/A,N/A,N/A,N/A,N/A,1433368,123981,5533224,2263,6966592,126244,7092836
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[service_issue]contract_end_suspension|lock_sim_card_pin[PERSONA:Hard],0,1.0,ENV_ASSERTION|ACTION,user_stop,55.0,12,24,,,0,0,,N/A,1.0,N/A,1.0,N/A,102667,8839,9020,67,111687,8906,120593
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[service_issue]contract_end_suspension|unseat_sim_card[PERSONA:Hard],0,1.0,ENV_ASSERTION|ACTION,user_stop,108.4,14,36,,,0,0,,N/A,1.0,N/A,1.0,N/A,113349,15132,79964,357,193313,15489,208802
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[service_issue]airplane_mode_on|break_apn_settings|unseat_sim_card[PERSONA:None],0,1.0,ENV_ASSERTION,user_stop,80.3,13,40,,,0,0,,N/A,1.0,N/A,N/A,N/A,101214,10643,80090,317,181304,10960,192264
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[service_issue]airplane_mode_on|lock_sim_card_pin|unseat_sim_card[PERSONA:Hard],0,0.0,ENV_ASSERTION|ACTION,user_stop,101.9,17,34,,,0,0,,N/A,1.0,N/A,0.0,N/A,141860,13799,87951,572,229811,14371,244182
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin[PERSONA:None],0,1.0,ENV_ASSERTION|ACTION,user_stop,54.8,10,20,,,0,0,,N/A,1.0,N/A,1.0,N/A,70985,8762,19636,94,90621,8856,99477
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[service_issue]break_apn_settings|overdue_bill_suspension|unseat_sim_card[PERSONA:Hard],0,1.0,ENV_ASSERTION,user_stop,79.0,15,49,0.0,0.095138,0,0,,N/A,1.0,N/A,N/A,N/A,131392,10571,112413,493,243805,11064,254869
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[service_issue]airplane_mode_on|break_apn_settings|overdue_bill_suspension[PERSONA:None],0,1.0,ENV_ASSERTION,user_stop,90.8,17,58,0.0,0.12543599999999996,0,0,,N/A,1.0,N/A,N/A,N/A,145505,12527,133562,457,279067,12984,292051
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[service_issue]break_apn_settings|contract_end_suspension|lock_sim_card_pin[PERSONA:Hard],0,1.0,ENV_ASSERTION|ACTION,user_stop,48.9,10,20,,,0,0,,N/A,1.0,N/A,1.0,N/A,76991,8014,10924,67,87915,8081,95996
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[service_issue]airplane_mode_on|lock_sim_card_pin|overdue_bill_suspension[PERSONA:Easy],0,1.0,ENV_ASSERTION|ACTION,user_stop,174.4,26,78,,,0,0,,N/A,1.0,N/A,1.0,N/A,253157,24165,308047,814,561204,24979,586183
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[service_issue]break_apn_settings|lock_sim_card_pin|overdue_bill_suspension[PERSONA:Easy],0,1.0,ENV_ASSERTION|ACTION,user_stop,119.6,17,56,0.0,0.17194599999999996,0,0,,N/A,1.0,N/A,1.0,N/A,154665,17147,199981,490,354646,17637,372283
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin|unseat_sim_card[PERSONA:None],0,1.0,ENV_ASSERTION|ACTION,user_stop,80.4,15,48,,,0,0,,N/A,1.0,N/A,1.0,N/A,124482,11008,87545,295,212027,11303,223330
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[service_issue]airplane_mode_on|lock_sim_card_pin|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],0,1.0,ENV_ASSERTION|ACTION,user_stop,133.3,21,64,,,0,0,,N/A,1.0,N/A,1.0,N/A,201626,18266,138366,565,339992,18831,358823
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[service_issue]airplane_mode_on|break_apn_settings|overdue_bill_suspension|unseat_sim_card[PERSONA:None],0,0.0,ENV_ASSERTION,user_stop,99.5,22,44,,,0,0,,N/A,0.0,N/A,N/A,N/A,192679,15350,50947,245,243626,15595,259221
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[service_issue]airplane_mode_on|contract_end_suspension|lock_sim_card_pin|unseat_sim_card[PERSONA:Hard],0,1.0,ENV_ASSERTION|ACTION,user_stop,177.0,17,40,,,0,0,,N/A,1.0,N/A,1.0,N/A,148060,25609,109829,594,257889,26203,284092
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[service_issue]lock_sim_card_pin|overdue_bill_suspension[PERSONA:Easy],0,0.0,,max_steps,551.4,91,201,,,0,0,,N/A,N/A,N/A,N/A,N/A,1453963,62926,2674881,3954,4128844,66880,4195724
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[service_issue]airplane_mode_on|break_apn_settings|contract_end_suspension|lock_sim_card_pin[PERSONA:None],0,1.0,ENV_ASSERTION|ACTION,user_stop,70.9,11,22,,,0,0,,N/A,1.0,N/A,1.0,N/A,90027,11811,9507,54,99534,11865,111399
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[service_issue]airplane_mode_on|break_apn_settings|contract_end_suspension|unseat_sim_card[PERSONA:Easy],0,1.0,ENV_ASSERTION|ACTION,user_stop,166.3,30,60,,,0,0,,N/A,1.0,N/A,1.0,N/A,285295,24901,175875,642,461170,25543,486713
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin|overdue_bill_suspension[PERSONA:Hard],0,1.0,ENV_ASSERTION|ACTION,user_stop,176.7,29,80,,,0,0,,N/A,1.0,N/A,1.0,N/A,309312,23762,302424,830,611736,24592,636328
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[service_issue]break_apn_settings|lock_sim_card_pin|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],0,1.0,ENV_ASSERTION|ACTION,user_stop,78.9,16,42,,,0,0,,N/A,1.0,N/A,1.0,N/A,139931,11812,54966,207,194897,12019,206916
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[service_issue]break_apn_settings|contract_end_suspension|lock_sim_card_pin|unseat_sim_card[PERSONA:Hard],0,1.0,ENV_ASSERTION|ACTION,user_stop,100.8,13,40,,,0,0,,N/A,1.0,N/A,1.0,N/A,102919,14777,107821,355,210740,15132,225872
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[service_issue]airplane_mode_on|break_apn_settings|contract_end_suspension|lock_sim_card_pin|unseat_sim_card[PERSONA:Easy],0,1.0,ENV_ASSERTION|ACTION,user_stop,60.7,10,20,,,0,0,,N/A,1.0,N/A,1.0,N/A,78683,9810,10590,79,89273,9889,99162
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin|overdue_bill_suspension|unseat_sim_card[PERSONA:None],0,1.0,ENV_ASSERTION|ACTION,user_stop,120.7,18,63,,,0,0,,N/A,1.0,N/A,1.0,N/A,161051,16594,160399,385,321450,16979,338429
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[mms_issue]break_app_sms_permission|data_mode_off[PERSONA:None],0,0.0,ENV_ASSERTION,user_stop,87.3,15,32,,,0,0,,N/A,0.0,N/A,N/A,N/A,127989,13763,23360,137,151349,13900,165249
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[mms_issue]break_app_storage_permission|data_usage_exceeded[PERSONA:Easy],0,0.0,ENV_ASSERTION,user_stop,89.7,15,49,,,0,0,,N/A,0.0,N/A,N/A,N/A,124736,11142,112957,672,237693,11814,249507
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[mms_issue]break_app_both_permissions|data_usage_exceeded[PERSONA:Hard],0,0.0,ENV_ASSERTION,user_stop,90.1,17,34,,,0,0,,N/A,0.0,N/A,N/A,N/A,153894,14027,35451,237,189345,14264,203609
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[mms_issue]bad_network_preference|user_abroad_roaming_disabled_on[PERSONA:None],0,0.0,ENV_ASSERTION,user_stop,117.3,20,71,0.0,0.18201000000000003,0,0,,N/A,0.0,N/A,N/A,N/A,181710,15399,209877,570,391587,15969,407556
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[mms_issue]bad_network_preference|user_abroad_roaming_disabled_off[PERSONA:None],0,0.0,ENV_ASSERTION,user_stop,113.6,19,55,,,0,0,,N/A,0.0,N/A,N/A,N/A,173251,16430,130505,421,303756,16851,320607
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[mms_issue]break_apn_mms_setting|user_abroad_roaming_enabled_off[PERSONA:Hard],0,0.0,ENV_ASSERTION,user_stop,168.5,25,50,,,0,0,,N/A,0.0,N/A,N/A,N/A,253509,25412,169099,653,422608,26065,448673
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[mms_issue]bad_network_preference|break_app_both_permissions[PERSONA:Easy],0,1.0,ENV_ASSERTION,user_stop,108.9,15,59,,,0,0,,N/A,1.0,N/A,N/A,N/A,120385,12309,221566,808,341951,13117,355068
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[service_issue]airplane_mode_on|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],0,0.0,,max_steps,957.9,100,201,0.0,3.4269659999999997,0,0,,N/A,N/A,N/A,N/A,N/A,1526746,128400,5225427,6342,6752173,134742,6886915
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[mms_issue]airplane_mode_on|bad_network_preference|data_usage_exceeded[PERSONA:None],0,0.0,ENV_ASSERTION,user_stop,123.5,20,72,,,0,0,,N/A,0.0,N/A,N/A,N/A,174866,15854,228845,604,403711,16458,420169
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[mms_issue]airplane_mode_on|bad_wifi_calling|user_abroad_roaming_enabled_off[PERSONA:Easy],0,0.0,ENV_ASSERTION,user_stop,135.7,18,44,,,0,0,,N/A,0.0,N/A,N/A,N/A,156571,20241,129091,462,285662,20703,306365
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[mms_issue]break_app_storage_permission|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],0,0.0,ENV_ASSERTION,user_stop,104.3,14,56,,,0,0,,N/A,0.0,N/A,N/A,N/A,114395,13738,160469,543,274864,14281,289145
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[mms_issue]break_app_both_permissions|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],0,0.0,ENV_ASSERTION,user_stop,104.4,16,38,,,0,0,,N/A,0.0,N/A,N/A,N/A,148441,15920,64315,312,212756,16232,228988
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[mms_issue]bad_wifi_calling|data_mode_off|data_usage_exceeded[PERSONA:Easy],0,0.0,ENV_ASSERTION,user_stop,108.2,17,66,,,0,0,,N/A,0.0,N/A,N/A,N/A,145196,13763,198424,553,343620,14316,357936
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[mms_issue]break_apn_mms_setting|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:Hard],0,0.0,ENV_ASSERTION,user_stop,112.0,19,38,,,0,0,,N/A,0.0,N/A,N/A,N/A,172406,15745,85242,483,257648,16228,273876
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[mms_issue]break_app_sms_permission|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],0,0.0,ENV_ASSERTION,user_stop,105.9,18,58,0.0,0.16432799999999997,0,0,,N/A,0.0,N/A,N/A,N/A,151309,14026,184464,465,335773,14491,350264
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[mms_issue]airplane_mode_on|break_app_both_permissions|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],0,0.0,ENV_ASSERTION,user_stop,24.4,9,18,0.0,0.018486,0,0,,N/A,0.0,N/A,N/A,N/A,64341,3196,19671,153,84012,3349,87361
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[mms_issue]airplane_mode_on|break_app_both_permissions[PERSONA:Hard],0,0.0,,max_steps,643.7,95,201,,,0,0,,N/A,N/A,N/A,N/A,N/A,1560937,79227,3806924,6100,5367861,85327,5453188
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|data_usage_exceeded[PERSONA:Hard],0,0.0,ENV_ASSERTION,user_stop,85.8,16,34,,,0,0,,N/A,0.0,N/A,N/A,N/A,138066,12150,72568,446,210634,12596,223230
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[mms_issue]bad_wifi_calling|break_apn_mms_setting|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],0,0.0,ENV_ASSERTION,user_stop,106.5,16,56,,,0,0,,N/A,0.0,N/A,N/A,N/A,131707,13852,180385,510,312092,14362,326454
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[mms_issue]break_apn_mms_setting|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:Hard],0,0.0,ENV_ASSERTION,user_stop,165.1,22,68,,,0,0,,N/A,0.0,N/A,N/A,N/A,197841,23881,241552,691,439393,24572,463965
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[mms_issue]bad_network_preference|break_app_sms_permission|user_abroad_roaming_disabled_on[PERSONA:Hard],0,0.0,ENV_ASSERTION,user_stop,386.7,64,128,,,0,0,,N/A,0.0,N/A,N/A,N/A,716475,51450,1088427,1425,1804902,52875,1857777
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_storage_permission|unseat_sim_card[PERSONA:Hard],0,0.0,ENV_ASSERTION,user_stop,219.4,37,74,,,0,0,,N/A,0.0,N/A,N/A,N/A,394840,32496,292553,667,687393,33163,720556
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[mms_issue]airplane_mode_on|bad_network_preference|break_app_storage_permission|data_mode_off|user_abroad_roaming_enabled_off[PERSONA:Easy],0,0.0,ENV_ASSERTION,user_stop,243.8,39,96,,,0,0,,N/A,0.0,N/A,N/A,N/A,467331,30763,499025,1688,966356,32451,998807
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[mms_issue]bad_wifi_calling|break_apn_mms_setting|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:None],0,0.0,ENV_ASSERTION,user_stop,130.3,19,68,,,0,0,,N/A,0.0,N/A,N/A,N/A,186923,18575,166577,480,353500,19055,372555
20260406_185301_telecom_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_gpt-4.1,telecom,Qwen3-30B-A3B-Thinking-2507,gpt-4.1,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_storage_permission[PERSONA:None],0,0.0,,max_steps,593.2,87,201,,,0,0,,N/A,N/A,N/A,N/A,N/A,1267136,75185,2727059,3165,3994195,78350,4072545
20260407_070017_airline_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_Qwen3-30B-A3B-Thinking-2507,airline,Qwen3-30B-A3B-Thinking-2507,Qwen3-30B-A3B-Thinking-2507,16,0,0.0,,max_steps,695.7,101,201,,,0,0,,N/A,N/A,N/A,N/A,N/A,3555215,55110,2620399,53868,6175614,108978,6284592
20260407_073437_retail_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_Qwen3-30B-A3B-Thinking-2507,retail,Qwen3-30B-A3B-Thinking-2507,Qwen3-30B-A3B-Thinking-2507,1,0,0.0,DB|NL_ASSERTION,user_stop,55.1,11,22,,,0,0,,0.0,N/A,1.0,N/A,N/A,92726,5336,2211,2478,94937,7814,102751
20260407_073437_retail_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_Qwen3-30B-A3B-Thinking-2507,retail,Qwen3-30B-A3B-Thinking-2507,Qwen3-30B-A3B-Thinking-2507,0,0,1.0,DB|NL_ASSERTION,user_stop,86.0,13,26,,,0,0,,1.0,N/A,1.0,N/A,N/A,122233,12178,5363,1382,127596,13560,141156
20260407_073437_retail_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_Qwen3-30B-A3B-Thinking-2507,retail,Qwen3-30B-A3B-Thinking-2507,Qwen3-30B-A3B-Thinking-2507,7,0,1.0,DB|NL_ASSERTION,user_stop,82.2,12,24,0.0,0.0,0,0,,1.0,N/A,1.0,N/A,N/A,118688,10478,3685,3228,122373,13706,136079
20260407_073437_retail_llm_agent_Qwen3-30B-A3B-Thinking-2507_user_simulator_Qwen3-30B-A3B-Thinking-2507,retail,Qwen3-30B-A3B-Thinking-2507,Qwen3-30B-A3B-Thinking-2507,6,0,1.0,DB|NL_ASSERTION,user_stop,101.5,15,30,0.0,0.0,0,0,,1.0,N/A,1.0,N/A,N/A,145922,12814,6026,4199,151948,17013,168961
